amplitude,beyond1std,flux_percentile_ratio_mid20,flux_percentile_ratio_mid35,flux_percentile_ratio_mid50,flux_percentile_ratio_mid65,flux_percentile_ratio_mid80,linear_trend,max_slope,median_absolute_deviation,median_buffer_range_percentage,pair_slope_trend,percent_amplitude,percent_difference_flux_percentile,skew,small_kurtosis,std,stetson_j,stetson_k,ls,class
1104075022992,0.3045,0.291187739464,0.173431011113,0.27532798106,0.406755540835,0.560186228249,0.795341048887,4.55018009403e-05,210.622706681,0.078,1.0,0.172413793103,0.16412602941,0.377298129494,0.942217838261,0.548733884826,0.131443168658,8.78373082049,0.801583215509,0.182727599278,1
1104075021076,0.4675,0.272373540856,0.194333759323,0.360070465161,0.518753779911,0.667628641408,0.865385299116,-4.51490899699e-06,1829.04425681,0.087,1.0,0.103448275862,0.258925411794,0.363814554162,1.0703122001,1.68981182432,0.150614152192,0.893265603829,0.827546764508,0.172769909021,1
1104075031396,0.3465,0.322448979592,0.228963129004,0.373943212197,0.497097136376,0.617522382121,0.767536454069,-2.67022097506e-05,2680.41206689,0.108,1.0,0.172413793103,0.269404401962,0.40383516155,0.496884884892,-0.00496704609019,0.140577884253,13.4549866594,0.821580989277,0.183115857109,1
1104075029345,0.6395,0.296511627907,0.162917158548,0.27963393122,0.377731914868,0.559607722434,0.789050685397,9.25502705088e-05,1796.51705562,0.135,1.0,-0.0344827586207,0.856093944887,0.668941530345,0.0798404232627,0.34005528945,0.23056971811,0.179048644344,0.753081364504,0.271199586115,1
1104075024206,0.373,0.314285714286,0.194942287341,0.338606771123,0.46532616677,0.619994452971,0.813251451927,-3.31005742983e-05,34.0160327021,0.096,1.0,0.241379310345,0.319471457195,0.385244427033,0.549204341178,0.261406804837,0.138482734021,0.653603752711,0.817101301771,0.179776142206,1
1001075022028,0.2275,0.280701754386,0.192266516915,0.304592306098,0.434924166607,0.58506224049,0.836742143546,-2.58475530057e-06,4029.84631863,0.072,1.0,-0.172413793103,0.134488244211,0.322067498408,0.815375053028,-0.168821992149,0.112103362235,7.72980948695,0.829689712752,0.187085986361,1
1001075022134,0.357,0.25,0.138427408424,0.257899025915,0.387245484554,0.539516187562,0.746098535172,-6.31338953015e-06,2664.57687286,0.041,1.0,-0.172413793103,0.220112847032,0.19286991957,1.07905644504,5.29571182647,0.0706231745715,1.21941346632,0.794926247271,0.721521634032,1
1001075004605,0.7195,0.251700680272,0.111049938262,0.214221768086,0.335159746455,0.507233153871,0.720646766731,8.47459031143e-06,4808.74351712,0.118,1.0,0.103448275862,0.784842916498,0.63905626006,0.90055140227,1.37952668123,0.221115259725,0.305489664806,0.773800774484,0.414806410934,1
1001075018271,0.4775,0.234042553191,0.14553558796,0.247879427974,0.377477365746,0.557126471992,0.795080709961,-2.53159530858e-05,12805.758434,0.105,1.0,0.103448275862,0.246235160487,0.561760755497,1.16552903236,0.696413734179,0.209535015062,18.2305146233,0.804351222572,0.191252590958,1
1001075000707,0.2345,0.294117647059,0.140085028222,0.248525502825,0.360767101217,0.520419742461,0.770917912476,2.86015430806e-05,352.112679539,0.047,1.0,0.137931034483,0.226874104638,0.243616498544,0.121058326105,0.08644248272,0.0786193204184,2.50899807336,0.729367068704,1.75064364319,1
1001075024536,1.0975,0.266968325792,0.179777599522,0.301390819452,0.425407381262,0.582549374159,0.781972447306,6.37136122158e-05,6455.83425919,0.19,1.0,0.103448275862,1.39772211372,0.826092466308,0.605023397819,1.18641188625,0.303133933021,0.377677922808,0.7804506314,0.0945916498157,1
1132064025956,0.596,0.344827586207,0.158606395984,0.305974976416,0.458751545901,0.603242763847,0.798565733441,0.000110779330713,85.1063831524,0.158,1.0,-0.172413793103,0.588546580152,0.62257635072,0.32764815373,-0.262499016043,0.218799615021,0.630570253086,0.796619668314,0.176295318109,1
1132065031238,0.5915,0.284810126582,0.166268805333,0.301736378178,0.462253345227,0.648089006224,0.78365700235,-0.000183705088779,6475.69380639,0.1715,1.0,0.103448275862,0.397654908095,0.718225929408,0.767794013303,-0.0279058204524,0.265641632669,33.5317673699,0.81894864306,0.4135948468,1
1132064016936,0.501,0.266409266409,0.153329211381,0.320253376573,0.439720693617,0.60506224735,0.838910877897,-5.44416048457e-05,48.9900432525,0.096,1.0,0.172413793103,0.398298848466,0.391792143007,0.959015063875,1.96113787468,0.151814957855,0.571541510474,0.78118047537,0.163481063365,1
1132065029340,0.418,0.256704980843,0.157255450862,0.278649833782,0.40982492489,0.569604693088,0.808200492437,-1.11838943887e-05,2282.98588617,0.069,1.0,0.103448275862,0.499684835502,0.343538502003,0.253505545655,0.985607859159,0.13102172262,1.43639801953,0.7598506598,0.153166445416,1
1132064024605,0.379,0.209944751381,0.152863376105,0.30721200488,0.501235174645,0.736924211759,0.931901536782,3.80372259154e-05,31.4830159011,0.083,1.0,0.0344827586207,0.182496870383,0.451356644163,1.02153979407,-0.233851269983,0.197201357309,4.62358721506,0.848883507097,0.252299580835,1
1132065007858,0.4315,0.345794392523,0.143712904498,0.259457842559,0.382850164745,0.615165969606,0.820088555727,-3.28850058448e-06,27.9036979758,0.1245,1.0,-0.172413793103,0.441450774364,0.548889556253,0.167540686075,-0.25249262603,0.179125453141,26.0361316868,0.774817365891,0.935681902896,1
1135062021688,0.5315,0.282926829268,0.265760590016,0.46409462454,0.617084133135,0.779653922847,0.918695310485,-9.59535615506e-06,1423.94819065,0.136,1.0,-0.172413793103,0.249683397211,0.457737949676,0.735566647821,-0.0331600671643,0.196326913928,11.6703432988,0.861434955766,0.275952524298,1
1135062005579,0.687,0.314285714286,0.119551687001,0.225743482935,0.333606576942,0.488586399619,0.850598464301,-2.95575885223e-05,152.052710784,0.17,1.0,-0.0344827586207,0.780736192272,0.903800124557,0.0823635095181,0.0119477362509,0.292106844095,0.280108814176,0.751187998145,0.790833477269,1
1135062002467,0.316,0.34188034188,0.222151787873,0.411626860422,0.588469030544,0.735336282973,0.890979671817,-1.58157609298e-05,508.613620601,0.102,1.0,0.448275862069,0.22292536795,0.366571922447,0.519475472047,-0.861180026269,0.142295374842,3.1442597292,0.831670151996,0.181977696888,1
1135062017563,0.3315,0.125,0.163527226091,0.304078828901,0.431357350428,0.535693243025,0.787532669082,-0.000161257130642,25.461392445,0.0845,1.0,0.172413793103,0.109662664086,0.470999127039,1.28825028697,1.27656190376,0.182757927325,7.01977988301,0.778884864609,1.31777201378,1
1138060003902,0.36,0.282296650718,0.20612151537,0.37555285139,0.5348310111,0.710582013025,0.867819811369,1.66367833746e-05,31.0152697255,0.122,1.0,-0.241379310345,0.196740531307,0.498270497641,0.746547876985,-0.573766151718,0.196243160833,3.43630861376,0.839762906034,0.28935109257,1
1135062049099,0.487,0.350710900474,0.229759961686,0.41518844203,0.559719767221,0.744393670549,0.902346988664,-5.50812545977e-05,35.355800099,0.195,1.0,-0.103448275862,0.388033666567,0.650899916716,0.407469937338,-0.953448306465,0.246331171714,24.1494522319,0.843233989771,0.243588056567,1
1135062026245,0.246,0.192660550459,0.187641580067,0.280582441934,0.411620351232,0.50455884326,0.716900833649,-4.75492922834e-06,1386.30601838,0.0365,1.0,0.172413793103,0.18959725656,0.163133267511,1.30403799636,4.7337864748,0.0657723870768,2.03804297677,0.72023634721,1.66795953856,1
1138060011576,0.697,0.206572769953,0.159581188502,0.287226532197,0.486288044247,0.678121242612,0.824166383254,-1.1970186812e-06,3297.07111764,0.105,1.0,-0.172413793103,0.22913617306,0.547192239908,1.48555055407,2.64519231475,0.23855766019,1.93728715727,0.84169428437,0.206563533561,1
1138060008343,0.6965,0.215,0.150262551445,0.261335377979,0.38596248949,0.516336442612,0.7506996158,4.45967547265e-06,38.4745097555,0.0865,1.0,0.0344827586207,0.495546772744,0.431425995401,1.40876284207,5.90898823374,0.175177081834,1.27885993037,0.809930715263,0.200263434435,1
1140058016699,1.256,0.0299145299145,0.172964875473,0.286684453867,0.441359720327,0.567740179587,0.77884915031,5.36454861537e-05,796.019938376,0.0555,0.982905982906,0.379310344828,0.13657997475,0.238664218801,6.30606917843,42.8919174064,0.305629769034,1.33559246809,0.725604343168,26.2983230702,1
1140058005628,0.4415,0.321888412017,0.142541182522,0.289864031621,0.434907774833,0.612014901589,0.816991176062,-9.90236075393e-05,23.4143036388,0.13,1.0,0.241379310345,0.277614993971,0.54803401655,0.712593400762,0.179940586104,0.189874595233,18.1450485347,0.7982863318,0.179169198405,1
1140058001312,0.74,0.303278688525,0.137086531864,0.227616378185,0.283214479145,0.403073737982,0.700403622246,4.71929491973e-05,63.9788254425,0.109,1.0,-0.0344827586207,0.75387975793,0.691071452529,-0.317007243556,3.36719577747,0.207068074758,3.23164389122,0.62000243286,0.341494484077,1
1140058029034,0.4795,0.219178082192,0.154256950087,0.333584560444,0.455376601777,0.575485713107,0.822988794527,7.04990618959e-05,61.8681004133,0.099,1.0,-0.172413793103,0.228004617989,0.416794156536,1.27976459041,2.47570304447,0.16185531686,0.786076819663,0.81995649316,0.23680766746,1
